                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                             co_core_mass                             fe_core_mass                   neutron_rich_core_mass                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds                           version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date                                     msun                                     rsun                                     lsun 
                                      50                                      658                  2.0000000000000000E+000                  2.0000000000000000E-002                  4.5497190750010669E-001                  7.5836984583351114E-002                  4.9506994392627894E+003                  1.2075870283012971E+001                  4.7236668364691621E+000                 -5.8156227809358985E+000                  7.0000000000000007E-001                  2.9797635251182603E-005                  2.7997020236474895E-001                  3.4468833607860798E-003                  1.0103427409336068E-003                  9.3805276451495410E-003                  2.0850244238750366E-003                  2.0000000000000000E+000                  0.0000000000000000E+000                  1.3999999999999995E+000                  5.9595270502282582E-005                  5.5994040472949791E-001                  6.8937667215721596E-003                  2.0206854818672140E-003                  1.8761055290299089E-002                  4.1700488477500732E-003                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  7.2654237114476244E+004                  1.6513654779677442E+006                  1.6561953326158063E+009                  5.0499167434115714E-007                  5.0499167434115703E-007                  0.0000000000000000E+000                  2.0203741111795905E-008                  5.0000000000000000E+001                  1.0000000000000000E+003                  1.4357821468125368E+007                                "r26.4.1"                               "gfortran"                                 "15.2.0"                   "aarch64-macos-26.3.2"                                 "CRMATH"                               "20260504"                  1.9884098706980504E+033                  6.9570000000000000E+010                  3.8280000000000003E+033 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13 
                                    zone                                     mass                                     logR                                     logT                                   logRho                                     logP                        x_mass_fraction_H                       y_mass_fraction_He                   z_mass_fraction_metals                                       pp                                      cno                                tri_alpha                               luminosity 
                                       1                  2.0000000000000000E+000                  6.7427925892761686E-001                  3.6946771627718347E+000                 -7.2326634338369864E+000                  4.2658051579103127E+000                  7.0000000000000007E-001                  2.8000000000000008E-001                  1.9999999999999796E-002                  8.5855241300177299E-027                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.2075870283012971E+001 
                                       2                  1.9999999999979998E+000                  6.7427919275625137E-001                  3.6947109587213189E+000                 -7.2324270472758005E+000                  4.2660753839014340E+000                  7.0000000000000018E-001                  2.8000000000000008E-001                  1.9999999999999796E-002                  8.5901995930257986E-027                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.2075870283001162E+001 
                                       3                  1.9999999999936251E+000                  6.7427904808504913E-001                  3.6947573640068327E+000                 -7.2321028870916644E+000                  4.2664460092585301E+000                  7.0000000000000018E-001                  2.8000000000000008E-001                  1.9999999999999796E-002                  8.5966152611262624E-027                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.2075870283001143E+001 
                                       4                  1.9999999999892502E+000                  6.7427890352164632E-001                  3.6948104187798458E+000                 -7.2317328251012851E+000                  4.2668691947257136E+000                  7.0000000000000007E-001                  2.8000000000000008E-001                  1.9999999999999796E-002                  8.6039452604386149E-027                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.2075870283001123E+001 
                                       5                  1.9999999999836251E+000                  6.7427871781251036E-001                  3.6948701355645865E+000                 -7.2313170274499106E+000                  4.2673447868092422E+000                  7.0000000000000007E-001                  2.8000000000000008E-001                  1.9999999999999796E-002                  8.6121886259305906E-027                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.2075870283001107E+001 
                                       6                  1.9999999999780000E+000                  6.7427853228085244E-001                  3.6949663896945517E+000                 -7.2306482681446660E+000                  4.2681099260079014E+000                  7.0000000000000007E-001                  2.8000000000000008E-001                  1.9999999999999796E-002                  8.6254636359079391E-027                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.2075870283001086E+001 
                                       7                  1.9999999999655000E+000                  6.7427812062181880E-001                  3.6950993057692156E+000                 -7.2297281980627659E+000                  4.2691630873064845E+000                  7.0000000000000007E-001                  2.8000000000000008E-001                  1.9999999999999796E-002                  8.6437606683393958E-027                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.2075870283001034E+001 
                                       8                  1.9999999999530000E+000                  6.7427770983281232E-001                  3.6952988831812950E+000                 -7.2283530663898627E+000                  4.2707380620506115E+000                  7.0000000000000007E-001                  2.8000000000000008E-001                  1.9999999999999796E-002                  8.6711797015052680E-027                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.2075870283000988E+001 
                                       9                  1.9999999999280003E+000                  6.7427689084861642E-001                  3.6956988777067585E+000                 -7.2256206623669490E+000                  4.2738710029622489E+000                  7.0000000000000007E-001                  2.8000000000000008E-001                  1.9999999999999796E-002                  8.7259200793833491E-027                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.2075870283000899E+001 
